AddBleach,AddWater,AgriID,AnyFishingEqupment,AnyFishorCrabPonds,AnyoneLiveingInYourDewilling,AnyOneReceivedItems,AnyOneToCultivateCrops,avoideFlooding,Barrels,Barrels1,Barrels2,Barrels3,BarrelsOther,BarrelsOther1,BarrelsOther2,BarrelsOther3,BarrelsWood,BarrelsWood1,BarrelsWood2,BarrelsWood3,Boil,BorrowCredit,BorrowingFood,Buckets,Buckets1,Buckets2,Buckets3,Buffalo,Buffalo1,Cattle,Cattle1,Cereal,Chickens,Chickens1,ChildPassedStool,ChoseFood,ChoseLess,ClayPots,ClayPots1,ClayPots2,ClayPots3,Construction,ConstructionID,CrabPonds,CrabPonds1,DarkGreen,DoesYourHouseHaveGardnnow,Donkeys,Donkeys1,donnotknow,DoyouConsider,DoyouConsider1,DoyouConsider10,DoyouConsider11,DoyouConsider12,DoyouConsider13,DoyouConsider14,DoyouConsider15,DoyouConsider16,DoyouConsider17,DoyouConsider18,DoyouConsider19,DoyouConsider2,DoyouConsider20,DoyouConsider3,DoyouConsider4,DoyouConsider5,DoyouConsider6,DoyouConsider7,DoyouConsider8,DoyouConsider9,DoYouUseNearest,DrinkingWatherInCompound,Ducks,Ducks1,DwellingIsBetter,DwellingOwnedByMem,DwellingPriorNargis,DwellingWhereHHlives,EatFewer,EatLess,EatOutSide,Egg,ExchangeItems,ExchangeWork,FaithBased,FeelSave,Fish,FishingNets,FishingNets1,FishPonds,FishPonds1,fleshMeat,FloorMaterial,FoodForWork,FoodId,GiftFromFamily,Goats,Goats1,GoodsId,GotSupport,GovernamentFood,HealthId,HHhasAnotherHouse,HotterThanBefore,HouseOption1,HouseOption2,HouseOption3,HouseOption4,HouseOption5,HowLongDoesItTake,HowLongDoesItTakeToHosp,HowManyHHShared,HowManyRooms,HowOftenMedicineAvalable,IfReducationMainReason1,IfReducationMainReason2,IfReducationMainReason24,IfReducationMainReason25,IfReducationMainReason26,IfReducationMainReason27,IfReducationMainReason3,IfReducationMainReason4,IfReducationMainReason5,IfReducationMainReason6,IfReducationMainReason7,IfReducationMainReason8,IfReducationMainReason9,IfReductionMainReason,IfReductionMainReason1,IfReductionReason,IfReductionReason1,IfReductionReason2,Inshore,Inshore1,JerryCan,JerryCan1,JerryCan2,JerryCan3,LegumesNutsSeeds,LessthanEnough,LetItStand,LiveStockNowOrHad,LocalNGO,LocalOrgWorking,MajorCosnt,MakeWaterSafe,MethodeOfWaste,MethodeOfWaste1,MethodeOfWaste2,Milk,MilkCows,MilkCows1,MonsoonPaddy,MonsoonPaddy1,MoreCrowded,NeedImprovment,NeedsID,OfficialHealthWorkerInVillage,Offshore,Offshore1,OftenHishappen,Oils,Option20,Option21,OrganMeat,Other,Other1,Other2,Other3,OtherBoats,OtherBoats1,OtherFood,OtherFruits,OtherMethod,OtherVeg,OwnProduction,Past7daysSnacks,PerennialPaddy,PerennialPaddy1,Pigs,Pigs1,Preharvist,PriorNargis,PriorNargis44,PriorNargis45,PriorNargis46,PriorNargis47,PriorNargis48,PriorNargis49,PriorNargis50,PriorNargis51,PriorNargis52,PriorNargis53,PriorNargis54,PriorNargis55,PriorNargis56,PriorNargis57,PriorNargis58,PriorNargis59,PriorNargis60,PriorNargis61,PriorNargis62,PriorNargis63,Purchases,RainySeason,ReasonToNotUseNearest,ReliefID,RepairsDewlling,ResponsibilityForFatching,RiverBoats,RiverBoats1,RoofMaterial,ShareThisFacilityWithOther,SizeOfCurrentGarden,SizeOfCurrentGarden1,SoapBarinHH,SolarDisinfection,SomeMembers,Spices,Strain,StrongestHouse,SummerPaddy,SummerPaddy1,Sweets,tblagriculture_StatisticID,tblconstruction_StatisticID,tblfood_StatisticId,tblgoods_Option1,tblgoods_Option10,tblgoods_Option11,tblgoods_Option12,tblgoods_Option13,tblgoods_Option14,tblgoods_Option15,tblgoods_Option16,tblgoods_Option17,tblgoods_Option18,tblgoods_Option19,tblgoods_Option2,tblgoods_Option3,tblgoods_Option4,tblgoods_Option5,tblgoods_Option6,tblgoods_Option7,tblgoods_Option8,tblgoods_Option9,tblgoods_StatisticID,tblhealth_StatisticID,tblNeeds_Option1,tblNeeds_Option10,tblNeeds_Option11,tblNeeds_Option12,tblNeeds_Option13,tblNeeds_Option14,tblNeeds_Option15,tblNeeds_Option16,tblNeeds_Option17,tblNeeds_Option18,tblNeeds_Option19,tblNeeds_Option2,tblNeeds_Option3,tblNeeds_Option4,tblNeeds_Option5,tblNeeds_Option6,tblNeeds_Option7,tblNeeds_Option8,tblNeeds_Option9,tblNeeds_StatisticID,tblRelief_StatisticID,tblWater_StatisticID,ThreeSourceOfIncome,ThreeSourceOfIncome1,ThreeSourceOfIncome2,TinCan,TinCan1,TinCan2,TinCan3,ToiletFacility,TypeOfDwelling,uId,UNINGO,UseWaterFilter,VitaminA,VitaminAFruit,WaitBeingSeenByDoctor,WantToReturn,WasdwellinglivedOwnedPrior,WashHandsBeforePrepFood,WaterID,WaterMainSource,WaterSource,WereThreeSourceOfIncome,WereThreeSourceOfIncome1,WereThreeSourceOfIncome2,WhatKindOfItem1,WhatKindOfItem11,WhatKindOfItem12,WhatKindOfItem2,WhatKindOfItem21,WhatKindOfItem22,WhatKindOfItem3,WhatKindOfItem31,WhatKindOfItem32,WhatKindOfItem4,WhatKindOfItem41,WhatKindOfItem42,WhatKindOfItem421,WhatKindOfItem5,WhatKindOfItem51,WhatKindOfItem52,WhatKindOfItem521,WhatKindOfItem6,WhatKindOfItem61,WhatKindOfItem62,WhatKindOfItem7,WhatWasTheSize,WhatWasTheSize1,WhenWasTheLastTime,WhiteTubers,YouCanGoInABigStorm,YouLivedBefore
1,2,7094,2,2,1,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,3,0,0.00,0.00,0.00,0.00,,,,,7,,,4,0,0,2.00,2.00,0.00,4.00,1,4810,,,0,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,3,1,1,1,0,0,1,0,,,,2,5,,,,,1,2,,4733,,,,7126,0,,4730,,1,2,2,1,1,2,30,30,,0,2,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,6,2,2,2,,1,1,1,6,,2,0,,,,,1,1,4712,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,2,2,4,2,3,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,,4767,1,3,,,1,,,,1,2,,7,1,,,,2,2298,2298,2298,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2298,2298,0,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2298,2298,2298,8,9,,0.00,0.00,0.00,0.00,4,1,106-19,,2,1,0,20,,,1,4840,6,5,8,9,,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,,,1,2,2,
1,2,7227,2,2,2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,,,7,2,10,9,0,0,1.00,1.00,0.00,4.00,4,4943,,,4,2,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,,,3,1,1,1,0,0,2,2,,,,1,5,,,,,3,2,,4866,,,,7259,0,,4863,2,1,2,2,2,1,1,15,60,4,1,1,4,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,3,2,1,1,,1,1,1,5,,,0,,,,,2,2,4845,2,,,0,7,1,1,0,1.00,1.00,0.00,60.00,,,,2,2,0,1,3,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,1,2,,4900,1,3,,,1,1,,,1,2,,7,1,,,,7,2436,2436,2436,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,2436,2436,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2436,2436,2436,11,,,0.00,0.00,0.00,0.00,3,1,086-20,,1,0,0,15,,,1,4973,12,13,11,,,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,,,1,1,2,
1,2,7237,1,2,1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,0,2,0,2,7,0,50,9,0,0,1.00,1.00,0.00,3.00,1,4953,,,0,2,,,,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,2,0,100,3,1,1,1,0,0,1,1,,,,2,3,,,,,0,6,,4876,,,,7269,0,,4873,2,1,1,2,1,1,1,60,60,,,2,1,,,,1,,1,,1,1,,,1,,,8,,,,,0.00,0.00,0.00,0.00,1,2,2,1,,1,1,1,5,,,0,,,5.00,10.00,1,1,4855,1,,,0,7,0,0,0,5.00,0.00,0.00,300.00,0,1,,0,2,2,1,3,,,2,3,,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,1,1,1,1,2,2,,4910,1,2,,,1,2,,,1,2,,7,1,,,,7,2446,2446,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2446,2446,0,3,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2446,2446,2446,2,,,0.00,0.00,0.00,0.00,3,1,076-21,3,2,0,0,30,,,1,4983,12,13,2,,,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,1,0,,,1,0,2,
1,,5036,2,2,2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,2,0,0.00,0.00,0.00,0.00,,,,,0,12,12,,0,0,1.00,1.00,0.00,0.00,1,2708,,,3,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,13,13,3,1,1,1,0,0,1,0,,,,1,3,,,,,0,2,,2675,,,,5068,0,,2672,1,2,2,2,2,1,2,15,30,,,4,1,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,1,2,,1,,0,1,1,1,4,3,0,,,,,1,1,2654,2,,,3,5,1,1,2,0.00,0.00,0.00,0.00,,,,0,,3,,3,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,2,3,2709,1,1,,,6,2,,,2,,,0,,2,,,0,41,41,41,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,41,41,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,41,41,41,8,,,0.00,0.00,0.00,0.00,3,1,166-18,,,2,0,,,1,2,2782,4,13,8,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,2,2,2,2
1,,5647,2,2,1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,0,2.00,0.00,0.00,2.00,,,,,7,,,3,0,0,0.00,0.00,0.00,0.00,1,3346,,,3,2,,,,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,2,2,,,3,1,1,1,0,0,1,0,,1,,1,2,,,,,0,6,,3286,,,,5679,0,,3283,2,2,1,1,2,1,2,10,,,0,4,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,3,1,,2,,1,1,1,5,,,0,,,,,1,2,3265,2,,,1,5,1,1,0,0.00,0.00,0.00,0.00,,,,0,,3,,3,2.00,2.00,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,9,3320,1,2,,,1,,,,1,,1,2,2,,,,3,770,770,770,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,770,770,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,770,770,770,24,,,0.00,0.00,0.00,0.00,12,1,122-13,,,5,0,,,,1,3393,6,6,24,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,5,2,
1,,5688,2,2,1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,,,7,0,20,1,0,0,6.00,6.00,0.00,2400.00,6,3391,,,4,1,,,,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,10,1,1,2,1,0,0,1,2,,,,2,4,,,,,2,2,,3327,,,,5720,0,3,3324,1,1,2,2,1,1,1,,120,3,0,1,1,,,,,,1,,,,,,1,,,4,,,,,0.00,0.00,0.00,0.00,4,2,,1,2,1,,1,6,,3,2,,,20.00,24.00,2,1,3306,2,,,0,7,1,1,1,0.00,0.00,0.00,0.00,,,,0,,2,,4,,,0,3,,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,3361,1,1,,,1,1,,,1,,,7,1,1,,,5,821,821,821,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1,821,821,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,821,821,821,6,24,,0.00,0.00,0.00,0.00,3,1,064-04,,,0,1,210,2,1,1,3434,12,9,6,24,,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,1,10.00,20.00,1,1,2,
2,1,5034,2,2,1,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,3,3,,,7,1,70,3,0,0,3.00,3.00,0.00,64.00,10,2706,,,0,1,,,,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,1,2,,,3,1,1,1,0,0,1,3,,,,1,0,,,,,0,2,,2673,,,,5066,0,,2670,2,1,2,2,2,1,2,10,105,,,1,1,,,,,,,,,,,,1,,,4,4,,,,0.00,0.00,0.00,0.00,7,,2,1,,0,2,1,,3,,0,,,2.00,8.00,1,1,2652,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,0,,2,,4,,,0,1,,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,,1,,2707,1,2,,,1,2,30.00,1.00,1,2,,7,1,,,8.00,7,37,37,37,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,37,37,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,37,37,37,2,8,,0.00,0.00,0.00,0.00,3,1,074-19,,2,0,2,15,,,1,2780,12,13,2,13,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,30.00,1.00,1,2,1,
2,1,5135,2,2,2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,0,2.00,2.00,0.00,4.00,,,,,7,,,,0,0,0.00,0.00,0.00,0.00,10,2813,,,0,2,,,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,,,3,1,2,1,0,0,1,1,,,,1,7,,,,,0,2,,2774,2,,,5167,0,,2771,2,1,1,2,1,1,1,3,120,,,1,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0,2,1,2,,1,,1,2,,,0,,,,,1,1,2753,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,1,,7,,2,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,1,,2808,1,4,,,9,2,,,1,2,,0,1,,,,7,178,178,178,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,178,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,178,178,178,21,24,,0.00,0.00,0.00,0.00,3,1,074-04,1,2,2,0,,2,1,1,2881,12,9,21,,,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,,,1,1,2,
2,1,5135,2,2,2,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,0,2.00,2.00,0.00,4.00,,,,,7,,,,0,0,0.00,0.00,0.00,0.00,10,2814,,,0,2,,,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,,,3,1,2,1,0,0,1,1,,,,1,7,,,,,0,2,,2774,2,,,5167,0,,2771,2,1,1,2,1,1,1,3,120,,,1,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0,2,1,2,,1,,1,2,,,0,,,,,1,1,2753,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,1,,7,,2,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,3,1,,2808,1,4,,,9,2,,,1,2,,0,1,,,,7,178,178,178,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,178,178,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,178,178,178,21,24,,0.00,0.00,0.00,0.00,3,1,074-04,1,2,2,0,,2,1,1,2881,12,9,21,,,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,,,1,1,2,
2,1,5196,2,2,2,1,1,2,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,,,7,,,,0,0,9.00,2.00,0.00,361.00,8,2880,,,2,1,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,12,24,3,1,1,1,0,0,1,1,,3,,1,2,,,,,0,2,,2835,,,,5228,0,,2832,2,1,2,2,1,1,1,15,30,,1,2,,,,,,,1,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,0,2,2,1,,1,1,1,8,,1,0,,,15.00,15.00,1,2,2814,1,,,0,7,1,1,0,0.00,0.00,0.00,24.00,,,,0,2,3,2,3,,,,,,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,6,2869,1,2,,,1,2,5.00,,1,2,,7,1,,,,2,253,253,253,1,0,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,1,1,253,253,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,253,2,11,13,0.00,0.00,0.00,0.00,3,1,065-03,,2,2,1,10,,,1,2942,9,9,2,11,13,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,5.00,,1,1,2,
2,1,5202,2,2,1,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,0,0.00,0.00,0.00,0.00,,,,,7,1,11,2,0,0,2.00,2.00,0.00,50.00,4,2887,,,5,2,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,,2,1,1,1,0,0,1,1,,,,1,2,,,,,3,2,,2841,,,,5234,0,,2838,1,2,1,2,1,1,1,30,30,,2,1,1,,,,,,,,,,,,1,,,,,,,,0.00,0.00,0.00,0.00,3,2,2,1,,1,2,1,8,,1,0,,,8.00,8.00,2,2,2820,2,,,0,7,1,1,3,0.00,0.00,0.00,0.00,,,,1,2,2,1,2,,,0,2,,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,2,,2875,1,2,,,6,2,,,1,2,,7,1,1,,,1,261,261,261,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,261,261,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261,261,261,2,,,0.00,0.00,0.00,0.00,6,1,124-04,,2,1,1,20,,,1,2948,4,9,2,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,2,1,2,
2,1,5202,2,2,,1,1,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2,,0,0.00,0.00,0.00,0.00,,,,,7,1,11,2,0,0,2.00,2.00,0.00,50.00,4,2886,,,5,2,,,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,,,2,1,1,1,0,0,1,1,,,,1,2,,,,,3,2,,2841,,,,5234,0,,2838,1,2,1,2,1,1,1,30,30,,,1,1,,,,,,,,,,,,1,,,,,,,,0.00,0.00,0.00,0.00,3,2,2,1,,1,2,1,8,,1,0,,,8.00,8.00,2,,2820,2,,,0,7,1,1,3,0.00,0.00,0.00,0.00,,,,1,2,2,1,2,,,0,2,,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,2,,,2875,,2,,,6,2,,,1,2,,7,1,,,,1,261,261,261,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,0,1,261,261,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,261,261,261,,,,0.00,0.00,0.00,0.00,6,1,124-04,,2,1,1,20,,,1,2948,4,9,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,,2,1,2,
2,1,5216,2,2,2,1,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,2.00,2.00,0.00,3.00,,,,,7,,,9,0,0,1.00,1.00,0.00,2.00,1,2901,,,2,1,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,,,3,1,1,1,0,0,2,0,,,,2,7,,,,,0,2,,2855,,,,5248,0,,2852,2,2,1,2,2,1,1,30,120,,0,3,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,7,2,1,2,,1,1,1,1,,,0,,,5.00,5.00,2,1,2834,1,,,0,7,1,1,0,2.00,2.00,0.00,56.00,,,,0,,2,2,2,,,,,,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,3,1,,2889,1,2,,,1,2,600.00,600.00,1,2,,7,1,,5.00,5.00,7,281,281,281,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,281,281,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,281,281,281,2,,,0.00,0.00,0.00,0.00,3,1,125-03,1,2,2,0,15,,,1,2962,12,13,2,,,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,600.00,600.00,1,0,2,
2,1,5228,2,2,1,1,,2,1.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,1.00,1.00,0.00,4.00,,,,,7,2,20,,0,0,0.00,0.00,0.00,0.00,1,2913,,,0,2,,,,0,0,1,0,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,2,0,50,3,1,1,1,0,0,1,0,,2,,1,2,,,,,1,1,,2867,,,,5260,0,,2864,2,2,1,2,2,2,2,60,60,4,1,2,1,,,,,,4,,,,,,1,,,,,,,,0.00,0.00,0.00,0.00,7,2,1,1,,1,1,1,,3,,0,,,,,2,1,2846,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,0,,5,,2,,,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,2,,2901,1,2,,,1,1,,,1,2,,7,1,,,,0,296,296,296,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,296,296,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,2,296,296,296,8,1,,0.00,0.00,0.00,0.00,11,1,095-05,1,2,0,0,10,,,1,2974,12,13,8,1,2,0,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,,,1,0,2,
2,1,5235,2,2,1,1,,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,0.00,0.00,0.00,0.00,,,,,7,,,2,0,0,1.00,1.00,0.00,3.00,8,2920,,,2,2,,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,,,1,1,2,1,0,0,1,1,3,,,1,6,,,,,0,2,,2874,,,,5267,0,,2871,1,2,1,1,2,2,1,20,150,,0,3,,,,,,,,,,,,,,,,8,,,,,0.00,0.00,0.00,0.00,7,2,1,1,,1,,1,5,3,1,0,,,1.00,5.00,1,1,2853,1,,,0,7,1,1,2,5.00,3.00,0.00,60.00,,,,1,2,3,,2,,,2,2,,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,,2908,1,2,,,1,2,,,1,2,,7,1,2,,,3,304,304,304,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,304,304,0,0,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,304,304,304,2,8,,0.00,0.00,0.00,0.00,3,1,095-06,2,2,0,0,20,1,1,1,2981,12,13,2,8,9,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,,,1,1,2,
2,1,5255,2,2,2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,2.00,0.00,0.00,2.00,,,,,7,,,9,0,0,7.00,7.00,0.00,56.00,1,2941,,,1,2,,,,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,,,3,1,1,1,0,0,2,4,,,,2,7,,,,,5,2,,2894,,,,5287,0,,2891,2,2,2,2,1,1,1,5,,,1,3,,,,,,,,,,,,,2,,,,,,,,0.00,0.00,0.00,0.00,3,2,2,1,1,1,1,1,,,2,0,,,,,2,1,2873,1,,,0,7,1,1,0,0.00,0.00,0.00,0.00,,,,7,,7,,3,,,0,2,,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,2,1,,2928,1,1,,,1,2,,,1,2,,7,2,,,,5,329,329,329,1,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,0,329,329,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,329,329,329,11,,15,2.00,0.00,0.00,4.00,10,1,065-15,,1,1,7,10,,,1,3001,9,9,2,11,,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,,,1,7,2,
2,1,5260,2,2,2,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,,0,2.00,0.00,0.00,1.00,,,,,7,,,,0,0,3.00,3.00,0.00,64.00,1,2946,,,7,2,,,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,,,3,1,1,1,0,0,2,7,,2,,2,7,,,,,2,2,,2899,,,,5292,0,,2896,2,2,2,2,1,1,1,15,60,3,1,3,,,,,,,,,,,,,,,,,,,,,0.00,0.00,0.00,0.00,7,2,1,2,1,1,1,1,,3,,0,,,,,1,1,2878,1,,,0,7,1,1,2,0.00,0.00,0.00,0.00,,,,1,2,7,,3,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,,2933,1,1,,,1,1,,,1,2,,7,2,,,,7,335,335,335,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,335,335,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,335,335,335,8,10,,2.00,0.00,0.00,4.00,10,2,065-16,,1,0,0,10,,,1,3006,9,9,8,10,,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,,,1,2,2,
